Park,Park Type,State,Year,Recreation Visitors,Non-Recreation Visitors
Piscataway Park,Park (Other),Maryland,2005,"176,174",0
Piscataway Park,Park (Other),Maryland,2006,"199,443",0
Piscataway Park,Park (Other),Maryland,2007,"184,636",0
Piscataway Park,Park (Other),Maryland,2008,"324,394",0
Piscataway Park,Park (Other),Maryland,2009,"234,186",0
Piscataway Park,Park (Other),Maryland,2010,"248,314",0
Piscataway Park,Park (Other),Maryland,2011,"279,060",0
Piscataway Park,Park (Other),Maryland,2012,"124,107",0
Piscataway Park,Park (Other),Maryland,2013,"161,999",0
Piscataway Park,Park (Other),Maryland,2014,"109,473",0
Piscataway Park,Park (Other),Maryland,2015,"148,729",0
Piscataway Park,Park (Other),Maryland,2016,"123,381",0
Point Reye,National Seashore,California,1966,"411,300",
Point Reye,National Seashore,California,1967,"521,200",
Point Reye,National Seashore,California,1968,"574,500",
Point Reye,National Seashore,California,1969,"973,100",
Point Reye,National Seashore,California,1970,"1,089,200",
Point Reye,National Seashore,California,1971,"1,347,700",
Point Reye,National Seashore,California,1972,"1,123,790",
Point Reye,National Seashore,California,1973,"1,231,500",
Point Reye,National Seashore,California,1974,"1,307,900",
Point Reye,National Seashore,California,1975,"1,466,700",
Point Reye,National Seashore,California,1976,"1,620,200",
Point Reye,National Seashore,California,1977,"1,785,200",
Point Reye,National Seashore,California,1978,"1,919,989",
Point Reye,National Seashore,California,1979,"1,489,135","25,788"
Point Reye,National Seashore,California,1980,"1,408,810","25,788"
Point Reye,National Seashore,California,1981,"1,322,449","25,788"
Point Reye,National Seashore,California,1982,"1,344,582","25,788"
Point Reye,National Seashore,California,1983,"1,424,751","25,788"
Point Reye,National Seashore,California,1984,"2,032,238","25,788"
Point Reye,National Seashore,California,1985,"1,991,615","25,788"
Point Reye,National Seashore,California,1986,"2,053,399","25,788"
Point Reye,National Seashore,California,1987,"2,126,790","25,788"
Point Reye,National Seashore,California,1988,"2,241,850","25,788"
Point Reye,National Seashore,California,1989,"2,204,407","25,788"
Point Reye,National Seashore,California,1990,"2,369,083","25,788"
Point Reye,National Seashore,California,1991,"2,396,904","25,788"
Point Reye,National Seashore,California,1992,"2,579,949","25,788"
Point Reye,National Seashore,California,1993,"2,561,234","25,788"
Point Reye,National Seashore,California,1994,"2,466,532","25,788"
Point Reye,National Seashore,California,1995,"2,208,369","25,788"
Point Reye,National Seashore,California,1996,"2,272,398","25,788"
Point Reye,National Seashore,California,1997,"2,505,547","25,788"
Point Reye,National Seashore,California,1998,"2,477,409","25,788"
Point Reye,National Seashore,California,1999,"2,300,631","25,788"
Point Reye,National Seashore,California,2000,"2,325,336","25,788"
Point Reye,National Seashore,California,2001,"2,222,762","25,788"
Point Reye,National Seashore,California,2002,"2,395,693","25,788"
Point Reye,National Seashore,California,2003,"2,224,882","25,788"
Point Reye,National Seashore,California,2004,"1,960,055","25,788"
Point Reye,National Seashore,California,2005,"1,988,585","25,788"
Point Reye,National Seashore,California,2006,"2,065,083","25,788"
Point Reye,National Seashore,California,2007,"2,206,294","25,788"
Point Reye,National Seashore,California,2008,"2,248,203","25,788"
Point Reye,National Seashore,California,2009,"2,170,646","25,788"
Point Reye,National Seashore,California,2010,"2,067,271","25,788"
Point Reye,National Seashore,California,2011,"2,129,116","25,788"
Point Reye,National Seashore,California,2012,"2,412,663","25,788"
Point Reye,National Seashore,California,2013,"2,641,808","25,788"
Point Reye,National Seashore,California,2014,"2,433,944","25,788"
Point Reye,National Seashore,California,2015,"2,501,106","25,788"
Point Reye,National Seashore,California,2016,"2,438,442","25,788"
Port Chicago Naval Magazine,National Memorial,California,2010,984,0
Port Chicago Naval Magazine,National Memorial,California,2011,545,0
Port Chicago Naval Magazine,National Memorial,California,2012,533,0
Port Chicago Naval Magazine,National Memorial,California,2013,596,0
Port Chicago Naval Magazine,National Memorial,California,2014,786,0
Port Chicago Naval Magazine,National Memorial,California,2015,963,0
Port Chicago Naval Magazine,National Memorial,California,2016,"1,942",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2011,"9,749",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2012,"8,932",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2013,"9,838",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2014,"11,113",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2015,"10,463",0
President W.J. Clinton Birthplace Home,National Historic Site,Arkansas,2016,"10,468",0
President's Park,Park (Other),District of Columbia,1997,"1,846,879",0
President's Park,Park (Other),District of Columbia,1998,"1,333,875",0
President's Park,Park (Other),District of Columbia,1999,"1,363,332",0
President's Park,Park (Other),District of Columbia,2000,"1,219,143",0
President's Park,Park (Other),District of Columbia,2001,"1,401,108",0
President's Park,Park (Other),District of Columbia,2002,"853,993",0
President's Park,Park (Other),District of Columbia,2003,"723,575",0
President's Park,Park (Other),District of Columbia,2004,"1,333,967",0
President's Park,Park (Other),District of Columbia,2005,"1,204,270",0
President's Park,Park (Other),District of Columbia,2006,"1,061,387",0
President's Park,Park (Other),District of Columbia,2007,"1,058,774",0
President's Park,Park (Other),District of Columbia,2008,"1,178,845",0
President's Park,Park (Other),District of Columbia,2009,"1,475,182",0
President's Park,Park (Other),District of Columbia,2010,"616,635",0
President's Park,Park (Other),District of Columbia,2011,"786,151",0
President's Park,Park (Other),District of Columbia,2012,"600,083",0
President's Park,Park (Other),District of Columbia,2013,"658,065",0
President's Park,Park (Other),District of Columbia,2014,"723,923",0
President's Park,Park (Other),District of Columbia,2015,"903,161",0
President's Park,Park (Other),District of Columbia,2016,"989,424",0
Prince William Forest Park,Park (Other),Virginia,1941,0,
Prince William Forest Park,Park (Other),Virginia,1942,0,
Prince William Forest Park,Park (Other),Virginia,1943,0,
Prince William Forest Park,Park (Other),Virginia,1944,0,
Prince William Forest Park,Park (Other),Virginia,1945,0,
Prince William Forest Park,Park (Other),Virginia,1946,0,
Prince William Forest Park,Park (Other),Virginia,1947,0,
Prince William Forest Park,Park (Other),Virginia,1952,"62,196",
Prince William Forest Park,Park (Other),Virginia,1953,"32,042",
Prince William Forest Park,Park (Other),Virginia,1954,"36,400",
Prince William Forest Park,Park (Other),Virginia,1955,"46,800",
Prince William Forest Park,Park (Other),Virginia,1956,"58,000",
Prince William Forest Park,Park (Other),Virginia,1957,"62,100",
Prince William Forest Park,Park (Other),Virginia,1958,"127,000",
Prince William Forest Park,Park (Other),Virginia,1959,"129,500",
Prince William Forest Park,Park (Other),Virginia,1960,"169,700",
Prince William Forest Park,Park (Other),Virginia,1961,"176,000",
Prince William Forest Park,Park (Other),Virginia,1962,"177,700",
Prince William Forest Park,Park (Other),Virginia,1963,"210,700",
Prince William Forest Park,Park (Other),Virginia,1964,"211,400",
Prince William Forest Park,Park (Other),Virginia,1966,"267,300",
Prince William Forest Park,Park (Other),Virginia,1967,"281,400",
Prince William Forest Park,Park (Other),Virginia,1968,"301,700",
Prince William Forest Park,Park (Other),Virginia,1969,"334,100",
Prince William Forest Park,Park (Other),Virginia,1970,"342,700",
Prince William Forest Park,Park (Other),Virginia,1971,"424,500",
Prince William Forest Park,Park (Other),Virginia,1972,"458,970",
Prince William Forest Park,Park (Other),Virginia,1973,"461,000",
Prince William Forest Park,Park (Other),Virginia,1974,"353,600",
Prince William Forest Park,Park (Other),Virginia,1975,"502,500",
Prince William Forest Park,Park (Other),Virginia,1976,"415,200",
Prince William Forest Park,Park (Other),Virginia,1977,"510,700",
Prince William Forest Park,Park (Other),Virginia,1978,"521,012",
Prince William Forest Park,Park (Other),Virginia,1979,"499,209",480
Prince William Forest Park,Park (Other),Virginia,1980,"404,358",480
Prince William Forest Park,Park (Other),Virginia,1981,"467,161",480
Prince William Forest Park,Park (Other),Virginia,1982,"439,724",480
Prince William Forest Park,Park (Other),Virginia,1983,"419,793",480
Prince William Forest Park,Park (Other),Virginia,1984,"406,832",480
Prince William Forest Park,Park (Other),Virginia,1985,"431,922",480
Prince William Forest Park,Park (Other),Virginia,1986,"449,660",480
Prince William Forest Park,Park (Other),Virginia,1987,"418,145",480
Prince William Forest Park,Park (Other),Virginia,1988,"358,823",480
Prince William Forest Park,Park (Other),Virginia,1989,"305,127",480
Prince William Forest Park,Park (Other),Virginia,1990,"290,457",480
Prince William Forest Park,Park (Other),Virginia,1991,"290,726",480
Prince William Forest Park,Park (Other),Virginia,1992,"303,909",480
Prince William Forest Park,Park (Other),Virginia,1993,"256,612",480
Prince William Forest Park,Park (Other),Virginia,1994,"232,766",480
Prince William Forest Park,Park (Other),Virginia,1995,"239,320",480
Prince William Forest Park,Park (Other),Virginia,1996,"239,369",480
Prince William Forest Park,Park (Other),Virginia,1997,"223,655",480
Prince William Forest Park,Park (Other),Virginia,1998,"162,176",480
Prince William Forest Park,Park (Other),Virginia,1999,"145,993",480
Prince William Forest Park,Park (Other),Virginia,2000,"175,581",480
Prince William Forest Park,Park (Other),Virginia,2001,"217,721",480
Prince William Forest Park,Park (Other),Virginia,2002,"248,577",480
Prince William Forest Park,Park (Other),Virginia,2003,"212,180",480
Prince William Forest Park,Park (Other),Virginia,2004,"220,044",480
Prince William Forest Park,Park (Other),Virginia,2005,"232,213",480
Prince William Forest Park,Park (Other),Virginia,2006,"209,312",480
Prince William Forest Park,Park (Other),Virginia,2007,"295,853",480
Prince William Forest Park,Park (Other),Virginia,2008,"345,361",480
Prince William Forest Park,Park (Other),Virginia,2009,"368,365",480
Prince William Forest Park,Park (Other),Virginia,2010,"386,521",480
Prince William Forest Park,Park (Other),Virginia,2011,"379,535",480
Prince William Forest Park,Park (Other),Virginia,2012,"280,325",480
Prince William Forest Park,Park (Other),Virginia,2013,"309,298",480
Prince William Forest Park,Park (Other),Virginia,2014,"315,072",480
Prince William Forest Park,Park (Other),Virginia,2015,"312,109",480
Prince William Forest Park,Park (Other),Virginia,2016,"344,435",480
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1973,"391,700",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1974,"241,900",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1975,"339,600",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1976,"356,900",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1977,"446,600",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1978,"491,985",
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1979,"409,436",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1980,"372,212",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1981,"335,441",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1982,"345,920",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1983,"347,840",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1984,"383,120",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1985,"394,844",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1986,"432,400",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1987,"415,580",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1988,"392,537",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1989,"414,380",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1990,"392,366",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1991,"401,540",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1992,"434,110",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1993,"424,819",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1994,"454,457",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1995,"436,654",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1996,"441,828",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1997,"478,023",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1998,"492,210",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,1999,"435,810",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2000,"419,518",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2001,"402,071",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2002,"377,125",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2003,"596,961",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2004,"819,221",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2005,"476,237",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2006,"485,145",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2007,"489,785",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2008,"414,667",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2009,"397,665",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2010,"419,590",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2011,"426,224",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2012,"442,353",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2013,"363,282",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2014,"401,808",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2015,"437,286",0
Pu'uhonua o Honaunau,National Historical Park,Hawaii,2016,"421,027",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1974,"2,500",
Pu'ukohola Heiau,National Historic Site,Hawaii,1975,"14,300",
Pu'ukohola Heiau,National Historic Site,Hawaii,1976,"17,200",
Pu'ukohola Heiau,National Historic Site,Hawaii,1977,"18,000",
Pu'ukohola Heiau,National Historic Site,Hawaii,1978,"18,793",
Pu'ukohola Heiau,National Historic Site,Hawaii,1979,"21,737",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1980,"21,606",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1981,"24,888",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1982,"33,706",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1983,"40,719",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1984,"44,953",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1985,"48,014",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1986,"56,424",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1987,"54,945",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1988,"53,248",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1989,"59,754",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1990,"63,398",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1991,"70,514",0
Pu'ukohola Heiau,National Historic Site,Hawaii,1992,"48,792","14,760"
Pu'ukohola Heiau,National Historic Site,Hawaii,1993,"42,945","14,760"
Pu'ukohola Heiau,National Historic Site,Hawaii,1994,"44,295","14,760"
Pu'ukohola Heiau,National Historic Site,Hawaii,1995,"45,649","103,221"
Pu'ukohola Heiau,National Historic Site,Hawaii,1996,"46,593","142,250"
Pu'ukohola Heiau,National Historic Site,Hawaii,1997,"46,584","143,866"
Pu'ukohola Heiau,National Historic Site,Hawaii,1998,"57,364","142,507"
